#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,last,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,car,class
,,0,,,2024-07-14T19:22:52.874Z,0,MotorCurrentPeakAverage,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:22:52.874Z,35,FETTemperature,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:22:52.874Z,0,MotorRotatingSpeed,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:22:52.874Z,0.0,PWMDuty,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:22:52.874Z,0.0,LeadAngle,MC,Brightside,Mitsuba_Frame0
,,0,,,2024-07-14T19:22:52.874Z,0,PowerMode,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:22:52.874Z,0,MotorControlMode,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:22:52.874Z,0.0,AcceleratorPosition,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:22:52.874Z,0.0,RegenerationVRPosition,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:22:52.874Z,0,DigitSWPosition,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:22:52.874Z,0.0,OutputTargetValue,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:22:52.874Z,2,DriveActionStatus,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:22:52.874Z,0,RegenerationStatus,MC,Brightside,Mitsuba_Frame1
,,0,,,2024-07-14T19:22:52.874Z,0,AnalogSensorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,MotorCurrentSensorUError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,MotorCurrentSensorWError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,FETThermistorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,RFU,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,BatteryVoltageSensorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,BatteryCurrentSensorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,BatteryCurrentSensorAdjustError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,MotorCurrentSensorAdjustError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,AcceleratorPositionError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,RFU2,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,ControllerVoltageSensorError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,RFU3,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,PowerSystemError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,OverCurrentError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,RFU4,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,OverVoltageError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,RFU5,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,OverCurrentLimit,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,RFU6,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,MotorSystemError,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,MotorLock,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,HallSensorShort,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,HallSensorOpen,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,RFU7,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.874Z,0,OverHeatLevel,MC,Brightside,Mitsuba_Frame2
,,0,,,2024-07-14T19:22:52.879Z,0,SlaveBoardComm,BMS,Brightside,Faults
,,0,,,2024-07-14T19:22:52.879Z,0,BMSSelfTest,BMS,Brightside,Faults
,,0,,,2024-07-14T19:22:52.879Z,0,OverTemp,BMS,Brightside,Faults
,,0,,,2024-07-14T19:22:52.879Z,0,UnderVoltage,BMS,Brightside,Faults
,,0,,,2024-07-14T19:22:52.879Z,0,OverVoltage,BMS,Brightside,Faults
,,0,,,2024-07-14T19:22:52.879Z,0,IsoLost,BMS,Brightside,Faults
,,0,,,2024-07-14T19:22:52.879Z,0,ChargeOvercurrent,BMS,Brightside,Faults
,,0,,,2024-07-14T19:22:52.879Z,0,VoltOutofRange,BMS,Brightside,Faults
,,0,,,2024-07-14T19:22:52.879Z,0,TempOutofRange,BMS,Brightside,Faults
,,0,,,2024-07-14T19:22:52.879Z,0,PackBalancingActive,BMS,Brightside,Faults
,,0,,,2024-07-14T19:22:52.879Z,0,LLIMActive,BMS,Brightside,Faults
,,0,,,2024-07-14T19:22:52.879Z,0,HLIMActive,BMS,Brightside,Faults
,,0,,,2024-07-14T19:22:52.879Z,0,ChargeOverTemp,BMS,Brightside,Faults
,,0,,,2024-07-14T19:22:52.879Z,0,LowVoltage,BMS,Brightside,Faults
,,0,,,2024-07-14T19:22:52.879Z,0,HighVoltage,BMS,Brightside,Faults
,,0,,,2024-07-14T19:22:52.879Z,0,LowTemp,BMS,Brightside,Faults
,,0,,,2024-07-14T19:22:52.879Z,0,HighTemp,BMS,Brightside,Faults
,,0,,,2024-07-14T19:22:52.879Z,0,RequestRegenOff,BMS,Brightside,Faults
,,0,,,2024-07-14T19:22:52.879Z,0,NoECUCurrentMessage,BMS,Brightside,Faults
,,0,,,2024-07-14T19:22:52.879Z,121.74786325059041,TotalPackVoltage,BMS,Brightside,VoltageSummary
,,0,,,2024-07-14T19:22:52.879Z,3.7647058823040003,VoltageofLeast,BMS,Brightside,VoltageSummary
,,0,,,2024-07-14T19:22:52.879Z,18,IndexofLowestModule,BMS,Brightside,VoltageSummary
,,0,,,2024-07-14T19:22:52.879Z,3.803921568578,VoltageofHighest,BMS,Brightside,VoltageSummary
,,0,,,2024-07-14T19:22:52.879Z,2,IndexofHighestModule,BMS,Brightside,VoltageSummary
,,0,,,2024-07-14T19:22:52.879Z,108,SOC,BMS,Brightside,PackHealth
,,0,,,2024-07-14T19:22:52.879Z,0,DepthofDischarge,BMS,Brightside,PackHealth
,,0,,,2024-07-14T19:22:52.879Z,12288,Capacity,BMS,Brightside,PackHealth
,,0,,,2024-07-14T19:22:52.879Z,0,b0x00,BMS,Brightside,PackHealth
,,0,,,2024-07-14T19:22:52.879Z,0,SOH,BMS,Brightside,PackHealth
,,0,,,2024-07-14T19:22:52.879Z,31,AverageTemp,BMS,Brightside,TempSummary
,,0,,,2024-07-14T19:22:52.879Z,0,MinTemp,BMS,Brightside,TempSummary
,,0,,,2024-07-14T19:22:52.879Z,0,IndexofLowestTemp,BMS,Brightside,TempSummary
,,0,,,2024-07-14T19:22:52.879Z,-1,MaxTemp,BMS,Brightside,TempSummary
,,0,,,2024-07-14T19:22:52.879Z,0,IndexofHighestTemp,BMS,Brightside,TempSummary
,,0,,,2024-07-14T19:22:52.879Z,0,MultiplexingBits,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.879Z,3.803921568578,Voltage1,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.879Z,3.803921568578,Voltage2,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.879Z,3.803921568578,Voltage3,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.879Z,3.803921568578,Voltage4,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,1,MultiplexingBits,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.803921568578,Voltage5,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.803921568578,Voltage6,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.803921568578,Voltage7,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.803921568578,Voltage8,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,2,MultiplexingBits,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.803921568578,Voltage9,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.803921568578,Voltage10,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.803921568578,Voltage11,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.803921568578,Voltage12,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3,MultiplexingBits,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.803921568578,Voltage13,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.803921568578,Voltage14,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.803921568578,Voltage15,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.803921568578,Voltage16,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,4,MultiplexingBits,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.7647058823040003,Voltage17,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.7647058823040003,Voltage18,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.7647058823040003,Voltage19,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.7647058823040003,Voltage20,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,5,MultiplexingBits,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.803921568578,Voltage21,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.803921568578,Voltage22,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.803921568578,Voltage23,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.880Z,3.803921568578,Voltage24,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.881Z,6,MultiplexingBits,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.881Z,3.803921568578,Voltage25,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.881Z,3.803921568578,Voltage26,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.881Z,3.803921568578,Voltage27,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.881Z,3.803921568578,Voltage28,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.881Z,7,MultiplexingBits,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.881Z,3.803921568578,Voltage29,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.881Z,3.803921568578,Voltage30,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.881Z,3.803921568578,Voltage31,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.881Z,3.803921568578,Voltage32,BMS,Brightside,ModuleVoltages
,,0,,,2024-07-14T19:22:52.881Z,0,MultiplexingBits,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.881Z,31,Temp1,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.881Z,31,Temp2,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.881Z,31,Temp3,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.881Z,31,Temp4,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.881Z,1,MultiplexingBits,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.881Z,31,Temp5,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.881Z,31,Temp6,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.881Z,32,Temp7,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.881Z,31,Temp8,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.881Z,2,MultiplexingBits,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.881Z,31,Temp9,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.881Z,32,Temp10,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.881Z,32,Temp11,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.881Z,32,Temp12,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.881Z,3,MultiplexingBits,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.881Z,31,Temp13,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.881Z,32,Temp14,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.881Z,32,Temp15,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.881Z,32,Temp16,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,4,MultiplexingBits,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,32,Temp17,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,32,Temp18,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,32,Temp19,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,30,Temp20,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,5,MultiplexingBits,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,31,Temp21,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,32,Temp22,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,32,Temp23,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,31,Temp24,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,6,MultiplexingBits,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,31,Temp25,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,32,Temp26,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,31,Temp27,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,31,Temp28,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,7,MultiplexingBits,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,31,Temp29,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,30,Temp30,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,32,Temp31,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,31,Temp32,BMS,Brightside,ModuleTemps
,,0,,,2024-07-14T19:22:52.882Z,0,MultiplexingBits,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.882Z,0,Module1,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.882Z,0,Module2,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.882Z,0,Module3,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.882Z,0,Module4,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,1,MultiplexingBits,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module5,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module6,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module7,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module8,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,2,MultiplexingBits,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module9,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module10,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module11,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module12,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,3,MultiplexingBits,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module13,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module14,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module15,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module16,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,4,MultiplexingBits,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module17,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module18,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module19,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module20,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,5,MultiplexingBits,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module21,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module22,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module23,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.883Z,0,Module24,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.884Z,6,MultiplexingBits,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.884Z,0,Module25,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.884Z,0,Module26,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.884Z,0,Module27,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.884Z,0,Module28,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.884Z,7,MultiplexingBits,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.884Z,0,Module29,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.884Z,0,Module30,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.884Z,0,Module31,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.884Z,0,Module32,BMS,Brightside,ModuleStatuses
,,0,,,2024-07-14T19:22:52.884Z,0,Mod1_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod2_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod3_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod4_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod5_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod6_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod7_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod8_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod9_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod10_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod11_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod12_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod13_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod14_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod15_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod16_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod17_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod18_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod19_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod20_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod21_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod22_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod23_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod24_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod25_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod26_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod27_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod28_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod29_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod30_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod31_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.884Z,0,Mod32_BalActive,BMS,Brightside,BalancingStatus
,,0,,,2024-07-14T19:22:52.903Z,0.0,MotorVelocity,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:22:52.903Z,0.0,MotorCurrent,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:22:52.953Z,0.0,MotorVelocity,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:22:52.953Z,0.0,MotorCurrent,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:22:52.953Z,3,DriveState,MCB,Brightside,MCBDriveState
,,0,,,2024-07-14T19:22:52.954Z,1300,ThrottleADCReading,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:22:52.954Z,0,PedalADCOutOfRange,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:22:52.954Z,1,RegenEnabled,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:22:52.954Z,0,CruiseControlEnabled,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:22:52.954Z,0,MechBrakePressed,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:22:52.954Z,0,MDICommFault,MCB,Brightside,MCBDiagnostics
,,0,,,2024-07-14T19:22:53.003Z,0.0,MotorVelocity,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:22:53.003Z,0.0,MotorCurrent,MCB,Brightside,PercentageOfMaxCurrent
,,0,,,2024-07-14T19:22:53.012Z,2,RequestForFrames,MC,Brightside,MitsubaDataRequest
,,0,,,2024-07-14T19:22:53.012Z,0,BridgePWM,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:22:53.012Z,0,MotorCurrent,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:22:53.012Z,0,Velocity,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:22:53.012Z,0,BusCurrent,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:22:53.012Z,0,BusVoltUpperLim,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:22:53.012Z,0,BusVoltLowerLim,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:22:53.012Z,0,HeadsinkTemp,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:22:53.012Z,0,Reserved,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:22:53.012Z,0,HardwareOverCurrent,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:22:53.012Z,0,SoftwareOverCurrent,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:22:53.012Z,0,DCBusOverVoltage,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:22:53.012Z,0,BadMotorPosHallSeq,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:22:53.012Z,0,WatchdogCausedLast,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:22:53.012Z,0,ConfigReadError,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:22:53.012Z,0,A15VRailUnderVoltLock,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:22:53.012Z,0,Reserved2,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:22:53.012Z,0,ActiveMotor,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:22:53.012Z,0,Reserved3,MDI,Brightside,StatusInfo
,,0,,,2024-07-14T19:22:53.012Z,118,BusVoltage,MDI,Brightside,BusMeasurement
,,0,,,2024-07-14T19:22:53.012Z,0,BusCurrent,MDI,Brightside,BusMeasurement
,,0,,,2024-07-14T19:22:53.012Z,0.0,MotorVelocity,MDI,Brightside,VelocityMeasurement
,,0,,,2024-07-14T19:22:53.012Z,0.0,VehicleVelocity,MDI,Brightside,VelocityMeasurement
,,0,,,2024-07-14T19:22:53.013Z,1.693751430567,PackCurrent,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:22:53.013Z,12.429,SuppBattVoltage,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:22:53.013Z,0.0,LVCurrent,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:22:53.013Z,0,PackOverDischargeWarning,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:22:53.013Z,0,PackOverChargeWarning,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:22:53.013Z,0,DOC,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:22:53.013Z,0,COC,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:22:53.013Z,0,ResetFromWatchdog,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:22:53.013Z,0,ESTOP_Pressed,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:22:53.013Z,31,VicorHeatSinkTemp,ECU,Brightside,ECUStatus
,,0,,,2024-07-14T19:22:53.053Z,0.0,MotorVelocity,MCB,Brightside,PercentageOfMaxCurrent
